Generation,Original strategy,Short original strategy,simplified strategy,Short simplified strategy,Original Depth,Simplified Depth,Original Complexity,Simple Complexity
0,if-then-else:not:not:state-has-not-changed:random-unexecuted-action-of-type:hit-key-action:random-action-of-type-other-than:type-of-action-of:random-least-executed-action:,GII726W5X,if-then-else:state-has-not-changed:random-unexecuted-action-of-type:hit-key-action:random-action-of-type-other-than:type-of-action-of:random-least-executed-action:,G726W5X,4,4,2,2
0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:drag-action:,25V5W5WC,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:drag-action:,25W5WC,8,6,1,1
0,if-then-else:greater-than:random-number:number-of-unexecuted-type-actions:random-action-of-type-other-than:hit-key-action:if-then-else:drag-actions-available:random-most-executed-action:random-unexecuted-action:,GFZRW6GDY1,if-then-else:greater-than:random-number:number-of-unexecuted-type-actions:random-action-of-type-other-than:hit-key-action:if-then-else:drag-actions-available:random-most-executed-action:random-unexecuted-action:,GFZRW6GDY1,3,3,3,3
0,random-action-of-type:type-of-action-of:if-then-else:and:equalstype:drag-action:click-action:and:type-actions-available:left-clicks-available:if-then-else:greater-than:number-of-previous-actions:number-of-unexecuted-left-clicks:if-then-else:left-clicks-available:random-action:random-unexecuted-action:random-unexecuted-action-of-type:drag-action:if-then-else:or:drag-actions-available:left-clicks-available:if-then-else:type-actions-available:random-unexecuted-action:random-unexecuted-action:if-then-else:left-clicks-available:random-most-executed-action:random-action:,V5GA8CBA4HGFNQGHU12CGSDHG411GHYU,random-action-of-type:type-of-action-of:if-then-else:or:drag-actions-available:left-clicks-available:random-unexecuted-action:if-then-else:left-clicks-available:random-most-executed-action:random-action:,V5GSDH1GHYU,6,5,7,3
0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:,25V5251,random-unexecuted-action:,1,7,1,1,1
0,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:number-of-actions-of-type:type-of-action-of:random-least-executed-action:if-then-else:equalstype:type-of-action-of:random-action:type-of-action-of:random-least-executed-action:random-action-of-type:type-of-action-of:random-action:if-then-else:equals:number-of-drag-actions:random-number:random-action-of-type:drag-action:random-action-of-type-other-than:type-action:if-then-else:and:or:state-has-not-changed:type-actions-available:not:type-actions-available:random-action-of-type:type-of-action-of:random-action:if-then-else:or:type-actions-available:state-has-not-changed:if-then-else:type-actions-available:random-least-executed-action:random-action:random-action-of-type:hit-key-action:,GFK51K5XG85U5XV5UGELZVCW3GAS74I4V5UGS47G4XUV6,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:number-of-actions-of-type:type-of-action-of:random-least-executed-action:if-then-else:equalstype:type-of-action-of:random-action:type-of-action-of:random-least-executed-action:random-action:if-then-else:equals:number-of-drag-actions:random-number:random-action-of-type:drag-action:random-action-of-type-other-than:type-action:if-then-else:and:or:state-has-not-changed:type-actions-available:not:type-actions-available:random-action:if-then-else:or:type-actions-available:state-has-not-changed:if-then-else:type-actions-available:random-least-executed-action:random-action:random-action-of-type:hit-key-action:,GFK51K5XG85U5XUGELZVCW3GAS74I4UGS47G4XUV6,5,5,7,7
0,random-action-of-type:type-of-action-of:if-then-else:or:drag-actions-available:drag-actions-available:random-action-of-type:drag-action:random-action-of-type:type-action:,V5GSDDVCV3,random-action-of-type:type-of-action-of:if-then-else:drag-actions-available:random-action-of-type:drag-action:random-action-of-type:type-action:,V5GDVCV3,5,5,2,2
0,if-then-else:equalstype:hit-key-action:drag-action:random-action-of-type-other-than:type-action:random-least-executed-action:,G86CW3X,random-least-executed-action:,X,3,1,2,1
0,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:hit-key-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-action:,GFK5XK5UW5W62523,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:hit-key-action:random-unexecuted-action-of-type:type-action:,GFK5XK5UW5W623,5,5,2,2
0,random-unexecuted-action-of-type:type-of-action-of:if-then-else:equals:number-of-actions-of-type:hit-key-action:number-of-previous-actions:random-action:random-action-of-type-other-than:drag-action:,25GEK6NUWC,random-unexecuted-action-of-type:type-of-action-of:if-then-else:equals:number-of-actions-of-type:hit-key-action:number-of-previous-actions:random-action:random-action-of-type-other-than:drag-action:,25GEK6NUWC,6,6,2,2
0,if-then-else:drag-actions-available:random-most-executed-action:random-unexecuted-action:,GDY1,if-then-else:drag-actions-available:random-most-executed-action:random-unexecuted-action:,GDY1,2,2,2,2
0,if-then-else:or:equals:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-most-executed-action:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:if-then-else:not:equals:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:drag-action:number-of-actions-of-type:type-of-action-of:random-action-of-type:drag-action:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-least-executed-action:random-most-executed-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:drag-action:,GSEK525UK5251FK5W5YK5V5UV525V5TGIEK5WCK5VCW525G4XYV5V52C,if-then-else:or:equals:number-of-actions-of-type:type-of-action-of:random-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-most-executed-action:number-of-actions-of-type:type-of-action-of:random-action:random-action-of-type:type-of-action-of:previous-action:if-then-else:not:equals:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:drag-action:number-of-actions-of-type:drag-action:random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-least-executed-action:random-most-executed-action:random-action-of-type:drag-action:,GSEK5UK51FK5W5YK5UV5TGIEK5WCKCW5G4XYVC,8,8,4,4
0,if-then-else:equals:number-of-actions:number-of-actions-of-type:click-action:random-unexecuted-action:random-most-executed-action:,GEJKB1Y,if-then-else:equals:number-of-actions:number-of-actions-of-type:click-action:random-unexecuted-action:random-most-executed-action:,GEJKB1Y,4,4,2,2
0,if-then-else:or:drag-actions-available:state-has-not-changed:random-action-of-type:drag-action:random-action-of-type-other-than:hit-key-action:,GSD7VCW6,if-then-else:or:drag-actions-available:state-has-not-changed:random-action-of-type:drag-action:random-action-of-type-other-than:hit-key-action:,GSD7VCW6,3,3,2,2
0,if-then-else:or:state-has-not-changed:drag-actions-available:random-least-executed-action:previous-action:,GS7DXT,if-then-else:or:state-has-not-changed:drag-actions-available:random-least-executed-action:previous-action:,GS7DXT,3,3,2,2
0,random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-least-executed-action:,V525W5G7UX,random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-least-executed-action:,V5W5G7UX,8,6,2,2
0,if-then-else:and:left-clicks-available:drag-actions-available:random-most-executed-action:random-unexecuted-action-of-type:click-action:,GAHDY2B,if-then-else:and:left-clicks-available:drag-actions-available:random-most-executed-action:random-unexecuted-action-of-type:click-action:,GAHDY2B,3,3,2,2
0,if-then-else:greater-than:number-of-drag-actions:number-of-actions:random-action:previous-action:,GFLJUT,if-then-else:greater-than:number-of-drag-actions:number-of-actions:random-action:previous-action:,GFLJUT,3,3,2,2
0,if-then-else:or:drag-actions-available:and:not:state-has-not-changed:drag-actions-available:random-action-of-type:type-action:random-action-of-type:type-action:,GSDAI7DV3V3,random-action-of-type:type-action:,V3,5,2,2,1
0,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-least-executed-action:,W5W5X,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-least-executed-action:,W5W5X,5,5,1,1
0,random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-least-executed-action:,V5V5W5X,random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-least-executed-action:,V5W5X,7,5,1,1
0,if-then-else:not:not:state-has-not-changed:random-unexecuted-action:random-least-executed-action:,GII71X,if-then-else:state-has-not-changed:random-unexecuted-action:random-least-executed-action:,G71X,4,2,2,2
0,if-then-else:or:left-clicks-available:drag-actions-available:random-action-of-type-other-than:drag-action:if-then-else:left-clicks-available:random-most-executed-action:previous-action:,GSHDWCGHYT,if-then-else:or:left-clicks-available:drag-actions-available:random-action-of-type-other-than:drag-action:if-then-else:left-clicks-available:random-most-executed-action:previous-action:,GSHDWCGHYT,3,3,3,3
0,if-then-else:state-has-not-changed:random-unexecuted-action-of-type:hit-key-action:random-action:,G726U,if-then-else:state-has-not-changed:random-unexecuted-action-of-type:hit-key-action:random-action:,G726U,3,3,2,2
0,if-then-else:equals:number-of-unexecuted-type-actions:number-of-unexecuted-type-actions:random-most-executed-action:random-unexecuted-action-of-type:click-action:,GERRY2B,random-most-executed-action:,Y,3,1,2,1
0,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:,W5W525Y,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-most-executed-action:,W5W5Y,7,5,1,1
0,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:click-action:,W5W5WB,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:click-action:,W5W5WB,6,6,1,1
0,if-then-else:and:equals:number-of-actions-of-type:click-action:number-of-actions-of-type:click-action:equals:number-of-actions-of-type:click-action:number-of-actions-of-type:click-action:if-then-else:greater-than:number-of-actions-of-type:click-action:number-of-actions-of-type:click-action:if-then-else:or:state-has-not-changed:left-clicks-available:random-action-of-type-other-than:type-action:random-action-of-type-other-than:type-action:if-then-else:or:left-clicks-available:state-has-not-changed:random-action-of-type:drag-action:random-unexecuted-action-of-type:click-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:hit-key-action:,GAEKBKBEKBKBGFKBKBGS7HW3W3GSH7VC2B25V6,if-then-else:or:left-clicks-available:state-has-not-changed:random-action-of-type:drag-action:random-unexecuted-action-of-type:click-action:,GSH7VC2B,5,3,5,2
0,if-then-else:drag-actions-available:random-action:random-action-of-type:drag-action:,GDUVC,if-then-else:drag-actions-available:random-action:random-action-of-type:drag-action:,GDUVC,3,3,2,2
0,random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action:,W525U,random-action-of-type-other-than:type-of-action-of:random-action:,W5U,5,3,1,1
0,if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:type-of-action-of:random-action-of-type-other-than:type-of-action-of:previous-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action:if-then-else:and:equalstype:type-of-action-of:random-unexecuted-action:type-of-action-of:random-unexecuted-action:and:not:type-actions-available:greater-than:random-number:number-of-actions:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:previous-action:random-least-executed-action:,G85W515W5T25V5UGA85151AI4FZJ25WBV5G7TX,if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:type-of-action-of:random-action-of-type-other-than:type-of-action-of:previous-action:random-unexecuted-action-of-type:type-of-action-of:random-action:if-then-else:and:not:type-actions-available:greater-than:random-number:number-of-actions:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:previous-action:random-least-executed-action:,G85W515W5T25UGAI4FZJ25WBV5G7TX,6,6,4,4
0,if-then-else:not:not:equalstype:type-action:click-action:random-unexecuted-action-of-type:drag-action:random-action:,GII83B2CU,random-action:,U,5,1,2,1
0,if-then-else:equalstype:hit-key-action:type-action:previous-action:random-most-executed-action:,G863TY,random-most-executed-action:,Y,3,1,2,1
0,random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-action:,W523,random-action-of-type-other-than:type-action:,W3,4,2,1,1
0,random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:click-action:,2525252B,random-unexecuted-action-of-type:click-action:,2B,8,2,1,1
0,if-then-else:equalstype:type-of-action-of:if-then-else:and:type-actions-available:type-actions-available:random-action-of-type-other-than:drag-action:if-then-else:left-clicks-available:previous-action:random-least-executed-action:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:if-then-else:or:drag-actions-available:left-clicks-available:random-action-of-type:click-action:random-unexecuted-action-of-type:drag-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:or:type-actions-available:drag-actions-available:if-then-else:type-actions-available:random-unexecuted-action:previous-action:random-action-of-type-other-than:hit-key-action:,G85GA44WCGHTX5V51V5GSDHVB2C25GS4DG41TW6,if-then-else:equalstype:type-of-action-of:if-then-else:type-actions-available:random-action-of-type-other-than:drag-action:if-then-else:left-clicks-available:previous-action:random-least-executed-action:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:if-then-else:or:drag-actions-available:left-clicks-available:random-action-of-type:click-action:random-unexecuted-action-of-type:drag-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:or:type-actions-available:drag-actions-available:if-then-else:type-actions-available:random-unexecuted-action:previous-action:random-action-of-type-other-than:hit-key-action:,G85G4WCGHTX51V5GSDHVB2C25GS4DG41TW6,6,6,7,7
0,if-then-else:or:and:type-actions-available:state-has-not-changed:equalstype:drag-action:hit-key-action:if-then-else:not:drag-actions-available:random-action-of-type:hit-key-action:if-then-else:left-clicks-available:random-unexecuted-action:random-unexecuted-action:if-then-else:not:state-has-not-changed:random-action-of-type:click-action:if-then-else:state-has-not-changed:random-action:random-action:,GSA478C6GIDV6GH11GI7VBG7UU,if-then-else:and:type-actions-available:state-has-not-changed:if-then-else:not:drag-actions-available:random-action-of-type:hit-key-action:random-unexecuted-action:if-then-else:not:state-has-not-changed:random-action-of-type:click-action:random-action:,GA47GIDV61GI7VBU,4,4,6,4
0,if-then-else:equalstype:type-of-action-of:if-then-else:and:state-has-not-changed:left-clicks-available:random-unexecuted-action-of-type:type-action:random-action-of-type-other-than:click-action:type-of-action-of:random-action-of-type:type-of-action-of:random-least-executed-action:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action:,G85GA7H23WB5V5XW525YW5W5U,if-then-else:equalstype:type-of-action-of:if-then-else:and:state-has-not-changed:left-clicks-available:random-unexecuted-action-of-type:type-action:random-action-of-type-other-than:click-action:type-of-action-of:random-least-executed-action:random-action-of-type-other-than:type-of-action-of:random-most-executed-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action:,G85GA7H23WB5XW5YW5W5U,6,6,3,3
0,if-then-else:or:drag-actions-available:or:type-actions-available:state-has-not-changed:random-action-of-type:type-action:random-action-of-type-other-than:type-of-action-of:random-most-executed-action:,GSDS47V3W5Y,if-then-else:or:drag-actions-available:or:type-actions-available:state-has-not-changed:random-action-of-type:type-action:random-action-of-type-other-than:type-of-action-of:random-most-executed-action:,GSDS47V3W5Y,4,4,2,2
0,random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:click-action:,V525W5VB,random-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:,V5WB,8,4,1,1
0,if-then-else:not:not:equalstype:type-of-action-of:random-action-of-type-other-than:type-action:type-of-action-of:random-action-of-type:type-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:if-then-else:drag-actions-available:random-unexecuted-action:random-least-executed-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:hit-key-action:,GII85W35V3V5V5GD1XW5W5V6,if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-action:type-action:random-action-of-type:type-of-action-of:if-then-else:drag-actions-available:random-unexecuted-action:random-least-executed-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:hit-key-action:,G85W33V5GD1XW5W6,7,5,3,3
0,if-then-else:equals:number-of-actions-of-type:type-of-action-of:if-then-else:greater-than:number-of-actions:number-of-unexecuted-left-clicks:random-action-of-type:drag-action:random-action-of-type-other-than:click-action:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:drag-action:random-action-of-type:type-of-action-of:if-then-else:or:equals:number-of-previous-actions:number-of-unexecuted-type-actions:equals:number-of-unexecuted-type-actions:number-of-left-clicks:if-then-else:equalstype:type-action:drag-action:random-unexecuted-action-of-type:type-action:random-unexecuted-action-of-type:type-action:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:,GEK5GFJQVCWBK5V5UW525VCV5GSENRERMG83C2323W51,if-then-else:equals:number-of-actions-of-type:type-of-action-of:if-then-else:greater-than:number-of-actions:number-of-unexecuted-left-clicks:random-action-of-type:drag-action:random-action-of-type-other-than:click-action:number-of-actions-of-type:type-of-action-of:random-action:random-action-of-type-other-than:drag-action:random-action-of-type:type-of-action-of:if-then-else:or:equals:number-of-previous-actions:number-of-unexecuted-type-actions:equals:number-of-unexecuted-type-actions:number-of-left-clicks:random-unexecuted-action-of-type:type-action:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:,GEK5GFJQVCWBK5UWCV5GSENRERM23W51,7,7,5,4
0,if-then-else:drag-actions-available:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:random-most-executed-action:,GD25YY,if-then-else:drag-actions-available:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:random-most-executed-action:,GD25YY,4,4,2,2
0,if-then-else:equalstype:click-action:hit-key-action:random-unexecuted-action-of-type:hit-key-action:random-action-of-type:hit-key-action:,G8B626V6,random-action-of-type:hit-key-action:,V6,3,2,2,1
0,if-then-else:greater-than:number-of-actions-of-type:drag-action:number-of-actions-of-type:type-action:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:random-action-of-type:type-of-action-of:random-most-executed-action:,GFKCK325YV5Y,if-then-else:greater-than:number-of-actions-of-type:drag-action:number-of-actions-of-type:type-action:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:random-action-of-type:type-of-action-of:random-most-executed-action:,GFKCK325YV5Y,4,4,2,2
0,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:hit-key-action:,W5W5W6,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:hit-key-action:,W5W5W6,6,6,1,1
0,if-then-else:state-has-not-changed:if-then-else:left-clicks-available:random-least-executed-action:random-most-executed-action:if-then-else:type-actions-available:random-action:random-action:,G7GHXYG4UU,if-then-else:state-has-not-changed:if-then-else:left-clicks-available:random-least-executed-action:random-most-executed-action:random-action:,G7GHXYU,3,3,4,3
0,random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:,V5V5V5WB,random-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:,V5WB,8,4,1,1
0,if-then-else:state-has-not-changed:random-most-executed-action:random-action-of-type:hit-key-action:,G7YV6,if-then-else:state-has-not-changed:random-most-executed-action:random-action-of-type:hit-key-action:,G7YV6,3,3,2,2
0,if-then-else:not:and:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:drag-action:number-of-actions-of-type:type-of-action-of:random-action-of-type:drag-action:equalstype:type-of-action-of:if-then-else:not:state-has-not-changed:random-unexecuted-action-of-type:click-action:random-action-of-type-other-than:drag-action:type-of-action-of:if-then-else:and:type-actions-available:type-actions-available:random-action-of-type-other-than:type-action:random-action-of-type-other-than:click-action:if-then-else:and:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type:drag-action:number-of-actions-of-type:type-of-action-of:if-then-else:left-clicks-available:random-action:random-action:equals:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:drag-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:hit-key-action:if-then-else:and:or:or:equalstype:drag-action:drag-action:not:state-has-not-changed:equals:number-of-actions-of-type:type-action:number-of-actions-of-type:hit-key-action:greater-than:number-of-actions-of-type:type-of-action-of:random-most-executed-action:number-of-actions-of-type:type-of-action-of:random-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action:random-action-of-type-other-than:type-of-action-of:if-then-else:or:state-has-not-changed:drag-actions-available:random-unexecuted-action-of-type:click-action:if-then-else:type-actions-available:random-least-executed-action:random-least-executed-action:random-action-of-type-other-than:type-of-action-of:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-action:type-of-action-of:random-action-of-type-other-than:drag-action:if-then-else:equalstype:type-of-action-of:random-action:type-of-action-of:random-most-executed-action:random-action-of-type:type-of-action-of:previous-action:random-action-of-type:type-of-action-of:previous-action:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:random-most-executed-action:random-unexecuted-action:,GIAFK5WCK5VC85GI72BWC5GA44W3WBGAFK5VCK5GHUUEK5W3K52C2525W6GASS8CCI7EK3K6FK5YK5UW5V5UW5GS7D2BG4XXW5G85W35WCG85U5YV5TV5TW5GDY1,if-then-else:not:and:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:drag-action:number-of-actions-of-type:drag-action:equalstype:type-of-action-of:if-then-else:not:state-has-not-changed:random-unexecuted-action-of-type:click-action:random-action-of-type-other-than:drag-action:type-of-action-of:if-then-else:type-actions-available:random-action-of-type-other-than:type-action:random-action-of-type-other-than:click-action:if-then-else:and:greater-than:number-of-actions-of-type:drag-action:number-of-actions-of-type:type-of-action-of:random-action:equals:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-action:number-of-actions-of-type:drag-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:hit-key-action:if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-most-executed-action:number-of-actions-of-type:type-of-action-of:random-action:random-action-of-type-other-than:type-of-action-of:random-action:random-action-of-type-other-than:type-of-action-of:if-then-else:or:state-has-not-changed:drag-actions-available:random-unexecuted-action-of-type:click-action:random-least-executed-action:random-action-of-type-other-than:type-of-action-of:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-action:type-of-action-of:random-action-of-type-other-than:drag-action:random-action-of-type:type-of-action-of:previous-action:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:random-most-executed-action:random-unexecuted-action:,GIAFK5WCKC85GI72BWC5G4W3WBGAFKCK5UEK5W3KC25W6GFK5YK5UW5UW5GS7D2BXW5G85W35WCV5TW5GDY1,8,8,12,9
0,random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:hit-key-action:,252526,random-unexecuted-action-of-type:hit-key-action:,26,6,2,1,1
0,if-then-else:and:or:state-has-not-changed:state-has-not-changed:or:type-actions-available:type-actions-available:random-action-of-type:type-of-action-of:random-unexecuted-action:random-unexecuted-action-of-type:type-of-action-of:random-action:,GAS77S44V5125U,if-then-else:and:state-has-not-changed:type-actions-available:random-action-of-type:type-of-action-of:random-unexecuted-action:random-unexecuted-action-of-type:type-of-action-of:random-action:,GA74V5125U,4,4,2,2
